transaction_amount,category,vendor_category,daily_tx_count,wallet_balance_pct,monthly_budget_used_pct,category_budget_used_pct,days_elapsed_in_month,spend_velocity,days_remaining_budget,is_weekend,hour_of_day,expenditure_level,duration_risk,behaviour_class
3048,Entertainment,Pharmacy,11,71.9,28.2,137.1,21,2858.0,13.2,0,6,Low,Safe,Lifestyle
4244,Other,Bookshop,9,76.6,15.6,83.7,27,2535.0,9.0,1,8,Low,Warning,Survival
2149,Food,Bookshop,6,11.2,74.6,89.3,17,1520.0,9.4,0,6,Medium,Warning,Survival
1117,Other,Pharmacy,8,77.5,38.2,34.7,8,3226.0,23.4,1,13,Low,Safe,Survival
3374,Transport,Canteen,9,78.6,46.1,79.8,2,3216.0,0.2,0,9,Low,Critical,Survival
2441,Entertainment,Bookshop,9,68.8,39.4,138.5,23,2219.0,22.5,0,21,Low,Safe,Lifestyle
289,Transport,Canteen,8,32.7,88.0,88.2,15,838.0,24.3,1,10,High,Safe,Leakage
1909,Food,Bookshop,10,51.5,76.4,45.7,27,3715.0,27.0,0,10,Medium,Safe,Survival
2369,Entertainment,Snack_Bar,8,15.5,19.4,14.4,2,2840.0,18.8,1,7,Low,Safe,Survival
4438,Study,Stationery,3,49.8,73.2,57.1,28,1365.0,10.0,0,11,Medium,Warning,Survival
3241,Other,Bookshop,3,28.2,104.9,90.2,11,2637.0,12.8,0,12,High,Safe,Lifestyle
305,Transport,Snack_Bar,2,38.2,19.7,16.0,14,1918.0,29.1,1,20,Low,Safe,Survival
1086,Food,Pharmacy,1,20.4,116.8,95.4,30,2724.0,26.4,0,15,High,Safe,Lifestyle
627,Study,Snack_Bar,4,26.9,79.4,83.3,21,2159.0,13.9,1,15,Medium,Safe,Survival
2095,Other,Pharmacy,2,12.3,124.1,119.7,10,2199.0,28.3,0,21,High,Safe,Lifestyle
516,Study,Bookshop,2,92.4,27.8,14.0,7,3076.0,24.7,1,14,Low,Safe,Survival
834,Other,Pharmacy,11,55.4,129.2,119.3,22,2648.0,27.0,0,13,High,Safe,Lifestyle
2125,Entertainment,Snack_Bar,11,42.7,87.3,82.9,14,780.0,20.5,1,6,High,Safe,Lifestyle
2256,Study,Stationery,5,55.8,78.1,61.9,13,729.0,25.7,1,22,Medium,Safe,Survival
3344,Study,Canteen,4,64.7,71.8,145.2,21,1568.0,26.8,1,20,Medium,Safe,Lifestyle
2470,Study,Canteen,1,92.6,12.8,32.4,22,2006.0,2.8,0,11,Low,Critical,Survival
1639,Entertainment,Stationery,9,22.0,122.8,85.8,2,1463.0,29.0,1,22,High,Safe,Lifestyle
752,Food,Canteen,4,33.1,87.3,54.9,10,2780.0,10.0,0,7,High,Warning,Lifestyle
915,Other,Bookshop,5,97.7,21.0,83.8,1,1183.0,13.2,1,12,Low,Safe,Survival
4111,Study,Bookshop,7,40.3,12.5,87.3,1,2964.0,23.8,1,22,Low,Safe,Survival
1913,Entertainment,Snack_Bar,2,7.1,16.1,22.5,24,3206.0,19.9,1,20,Low,Safe,Survival
3589,Food,Snack_Bar,8,19.0,83.1,102.6,3,935.0,26.8,0,21,Medium,Safe,Survival
1307,Other,Pharmacy,11,7.5,83.7,98.8,11,2778.0,12.0,1,22,Medium,Safe,Survival
4406,Entertainment,Snack_Bar,2,99.0,70.0,117.7,19,3865.0,11.2,0,8,Medium,Safe,Lifestyle
450,Other,Bookshop,11,31.5,46.8,22.7,9,1175.0,1.0,1,15,Low,Critical,Leakage
2630,Study,Snack_Bar,10,92.7,73.8,51.6,13,3683.0,13.9,1,11,Medium,Safe,Survival
2254,Food,Canteen,5,99.6,72.0,101.0,22,2621.0,21.7,1,7,Medium,Safe,Survival
658,Entertainment,Pharmacy,2,62.0,12.3,29.1,4,2568.0,9.0,0,16,Low,Warning,Survival
407,Food,Pharmacy,2,8.2,43.9,104.9,20,682.0,13.9,1,13,Low,Safe,Survival
1099,Study,Bookshop,4,12.8,16.4,18.3,23,3119.0,6.6,0,19,Low,Warning,Survival
3661,Food,Snack_Bar,4,50.8,118.0,56.9,6,2174.0,23.2,1,17,High,Safe,Lifestyle
3585,Food,Canteen,8,43.6,97.0,128.5,2,3024.0,1.8,0,12,High,Critical,Lifestyle
221,Transport,Snack_Bar,6,62.6,129.5,118.4,9,3332.0,21.2,0,10,High,Safe,Leakage
609,Food,Stationery,10,46.7,46.3,100.3,18,2333.0,11.4,1,11,Low,Safe,Leakage
1094,Other,Snack_Bar,8,93.7,115.4,131.9,24,1423.0,1.2,1,18,High,Critical,Lifestyle
714,Entertainment,Bookshop,7,55.8,82.4,109.3,4,996.0,25.6,0,7,Medium,Safe,Leakage
4309,Transport,Snack_Bar,10,70.9,64.4,82.7,26,1062.0,14.6,0,13,Medium,Safe,Survival
2334,Entertainment,Pharmacy,4,90.2,36.7,147.2,1,3534.0,18.0,0,16,Low,Safe,Lifestyle
3795,Entertainment,Canteen,2,19.0,98.6,107.3,1,933.0,22.0,1,21,High,Safe,Lifestyle
3156,Study,Bookshop,9,26.8,118.5,94.2,25,1846.0,19.7,0,6,High,Safe,Lifestyle
1760,Study,Stationery,2,15.2,38.2,67.2,20,1670.0,21.9,1,21,Low,Safe,Survival
1466,Transport,Canteen,1,18.3,31.0,136.3,17,3529.0,22.9,1,17,Low,Safe,Lifestyle
2369,Study,Canteen,8,53.7,93.5,51.4,19,2172.0,17.7,0,22,High,Safe,Lifestyle
3838,Study,Pharmacy,10,35.5,127.2,11.3,3,3988.0,11.0,0,14,High,Safe,Lifestyle
949,Study,Pharmacy,9,45.2,100.0,37.5,23,3080.0,7.3,0,11,High,Warning,Lifestyle
3627,Entertainment,Pharmacy,1,98.3,44.1,25.3,22,3478.0,27.1,0,12,Low,Safe,Survival
4980,Transport,Bookshop,7,19.9,60.4,54.7,24,845.0,29.1,0,18,Medium,Safe,Survival
2127,Entertainment,Snack_Bar,2,56.4,56.1,125.6,23,1386.0,10.7,0,22,Medium,Safe,Lifestyle
4004,Other,Canteen,6,14.4,112.3,101.2,17,974.0,3.4,0,15,High,Critical,Lifestyle
3902,Entertainment,Snack_Bar,11,35.3,102.6,33.7,3,2123.0,6.7,1,16,High,Warning,Lifestyle
2556,Other,Snack_Bar,5,55.1,80.7,120.4,25,3014.0,20.1,0,19,Medium,Safe,Lifestyle
4990,Food,Pharmacy,1,94.9,43.0,80.6,4,1092.0,5.2,0,22,Low,Warning,Survival
2535,Food,Snack_Bar,2,42.2,122.6,81.8,27,956.0,23.4,0,21,High,Safe,Lifestyle
506,Other,Canteen,2,11.2,88.4,60.7,28,2651.0,27.7,1,10,High,Safe,Lifestyle
3865,Other,Canteen,10,41.9,126.5,131.0,27,1306.0,28.9,1,16,High,Safe,Lifestyle
2189,Entertainment,Stationery,10,18.8,79.6,54.6,29,2178.0,0.3,0,15,Medium,Critical,Survival
861,Other,Bookshop,6,26.8,108.5,23.2,13,679.0,28.7,1,11,High,Safe,Lifestyle
4844,Transport,Snack_Bar,11,63.7,107.6,52.4,30,2882.0,22.2,0,15,High,Safe,Lifestyle
511,Food,Bookshop,1,11.4,50.5,110.1,30,2395.0,2.5,0,16,Medium,Critical,Survival
3120,Food,Bookshop,11,49.1,125.7,102.1,30,2766.0,12.5,0,6,High,Safe,Lifestyle
1282,Other,Bookshop,4,62.9,12.6,36.3,15,1464.0,21.0,1,10,Low,Safe,Survival
3171,Study,Bookshop,10,45.1,102.2,25.6,12,1475.0,28.7,1,7,High,Safe,Lifestyle
954,Study,Canteen,11,6.8,125.9,102.5,3,3305.0,4.9,1,16,High,Warning,Lifestyle
4330,Other,Snack_Bar,5,98.6,50.7,104.7,21,3015.0,3.8,1,19,Medium,Critical,Survival
4740,Transport,Stationery,2,39.9,87.8,61.3,8,2529.0,14.2,1,18,High,Safe,Lifestyle
552,Study,Bookshop,2,79.0,77.5,128.0,1,2699.0,29.0,1,16,Medium,Safe,Lifestyle
1102,Other,Stationery,7,35.9,101.4,146.9,18,829.0,29.1,0,11,High,Safe,Lifestyle
4088,Transport,Canteen,7,50.1,113.9,38.8,13,3497.0,6.8,1,7,High,Warning,Lifestyle
358,Transport,Canteen,6,41.9,82.4,90.8,7,3195.0,9.6,0,14,Medium,Warning,Leakage
2177,Entertainment,Pharmacy,1,37.5,107.9,10.7,13,2567.0,27.2,1,19,High,Safe,Lifestyle
1156,Transport,Bookshop,3,7.1,47.5,109.8,17,3715.0,22.0,0,18,Low,Safe,Survival
2271,Study,Pharmacy,9,39.2,37.4,68.0,13,1090.0,29.2,0,17,Low,Safe,Survival
603,Study,Stationery,10,89.5,61.7,37.1,29,2903.0,26.8,1,17,Medium,Safe,Leakage
4811,Other,Snack_Bar,1,70.6,91.3,115.3,13,3870.0,6.5,0,18,High,Warning,Lifestyle
2979,Other,Pharmacy,2,18.8,32.5,123.5,30,1585.0,22.8,1,12,Low,Safe,Lifestyle
1587,Transport,Canteen,8,61.2,91.6,25.6,30,554.0,1.5,0,21,High,Critical,Lifestyle
3653,Food,Bookshop,7,89.8,57.3,15.7,11,3072.0,24.5,0,22,Medium,Safe,Survival
1155,Entertainment,Stationery,9,71.5,105.5,56.8,14,524.0,18.0,1,14,High,Safe,Lifestyle
1912,Food,Canteen,10,19.1,14.4,97.6,21,3554.0,28.7,0,19,Low,Safe,Survival
4903,Transport,Snack_Bar,4,87.4,90.2,121.1,10,697.0,28.8,0,14,High,Safe,Lifestyle
1473,Transport,Bookshop,4,33.6,88.0,86.4,8,2785.0,1.5,0,11,High,Critical,Lifestyle
4011,Food,Snack_Bar,7,48.1,122.9,91.3,6,1820.0,4.8,1,6,High,Warning,Lifestyle
2825,Entertainment,Snack_Bar,1,55.0,95.6,122.0,19,1212.0,14.5,0,6,High,Safe,Lifestyle
2582,Food,Bookshop,10,85.8,105.6,84.0,23,3644.0,26.4,0,20,High,Safe,Lifestyle
1641,Other,Bookshop,9,93.5,118.6,95.6,19,3112.0,24.4,1,22,High,Safe,Lifestyle
3179,Study,Snack_Bar,2,93.3,91.0,82.3,12,1692.0,28.9,0,13,High,Safe,Lifestyle
1997,Other,Stationery,1,5.8,44.8,133.3,21,1495.0,18.5,0,8,Low,Safe,Lifestyle
4590,Study,Bookshop,7,92.6,114.4,43.0,7,3076.0,7.7,1,17,High,Warning,Lifestyle
4209,Transport,Canteen,6,10.2,99.7,47.0,18,3428.0,0.8,0,20,High,Critical,Lifestyle
1594,Entertainment,Pharmacy,3,30.2,60.9,27.9,26,3005.0,6.7,0,18,Medium,Warning,Survival
4481,Food,Stationery,1,53.9,95.3,124.7,20,2740.0,20.3,1,10,High,Safe,Lifestyle
1469,Entertainment,Bookshop,5,50.6,114.1,67.6,18,1298.0,27.8,1,22,High,Safe,Lifestyle
4932,Food,Bookshop,10,62.4,127.1,58.7,23,3485.0,9.6,1,8,High,Warning,Lifestyle
3914,Other,Stationery,4,50.5,124.3,147.4,3,3124.0,26.3,0,11,High,Safe,Lifestyle
729,Other,Pharmacy,5,93.8,49.0,139.8,9,2310.0,11.8,0,22,Low,Safe,Leakage
3823,Food,Snack_Bar,1,27.9,60.6,146.1,27,2291.0,9.2,0,10,Medium,Warning,Lifestyle
3158,Entertainment,Canteen,1,31.0,23.1,29.9,6,2492.0,15.3,0,10,Low,Safe,Survival
3114,Food,Bookshop,5,92.5,39.7,134.8,1,3399.0,13.3,0,16,Low,Safe,Lifestyle
3791,Transport,Pharmacy,6,12.3,115.9,56.0,10,3098.0,27.4,0,6,High,Safe,Lifestyle
2347,Other,Canteen,5,62.9,53.3,11.8,8,3497.0,14.0,0,18,Medium,Safe,Survival
4773,Transport,Stationery,2,69.8,84.5,64.8,29,2275.0,8.3,0,22,Medium,Warning,Survival
3569,Other,Bookshop,9,53.0,89.9,81.3,23,2686.0,25.3,0,16,High,Safe,Lifestyle
1139,Other,Snack_Bar,5,71.0,103.8,25.2,17,3491.0,30.0,0,9,High,Safe,Lifestyle
725,Study,Stationery,11,21.4,31.9,85.3,3,1313.0,19.4,1,15,Low,Safe,Leakage
201,Transport,Bookshop,11,86.0,46.6,124.7,3,2054.0,7.5,0,16,Low,Warning,Leakage
574,Transport,Pharmacy,5,18.3,63.8,62.9,30,2672.0,7.2,1,6,Medium,Warning,Leakage
2540,Study,Canteen,10,43.1,53.8,59.4,3,3703.0,1.7,0,9,Medium,Critical,Survival
4205,Entertainment,Canteen,9,12.1,127.9,57.4,7,555.0,2.3,1,10,High,Critical,Lifestyle
3252,Transport,Bookshop,3,56.8,110.2,139.2,22,1244.0,27.4,1,7,High,Safe,Lifestyle
4848,Food,Stationery,5,68.6,67.6,16.8,11,1321.0,2.9,1,17,Medium,Critical,Survival
2565,Study,Snack_Bar,5,94.4,115.5,72.3,28,1643.0,14.5,0,16,High,Safe,Lifestyle
1725,Transport,Pharmacy,2,75.2,51.7,47.0,18,1486.0,20.9,0,21,Medium,Safe,Survival
4676,Entertainment,Bookshop,11,56.4,104.3,135.1,5,2565.0,25.5,1,9,High,Safe,Lifestyle
1846,Transport,Pharmacy,4,93.6,36.8,23.4,22,3600.0,5.1,0,12,Low,Warning,Survival
213,Other,Canteen,11,50.5,102.7,67.6,28,2729.0,13.1,1,18,High,Safe,Leakage
4799,Food,Snack_Bar,11,58.3,64.8,67.0,2,1345.0,7.5,0,19,Medium,Warning,Survival
2478,Study,Pharmacy,2,61.6,22.9,134.4,14,3523.0,7.7,1,16,Low,Warning,Lifestyle
3355,Other,Bookshop,5,43.9,42.8,40.2,1,2712.0,9.1,1,13,Low,Warning,Survival
329,Entertainment,Snack_Bar,10,84.7,58.3,100.3,4,1266.0,17.6,1,6,Medium,Safe,Leakage
4014,Other,Stationery,2,22.6,99.9,28.8,14,1766.0,0.5,1,13,High,Critical,Lifestyle
3416,Other,Bookshop,10,57.7,18.8,143.6,15,3265.0,12.3,1,22,Low,Safe,Lifestyle
3138,Entertainment,Pharmacy,9,73.6,89.1,93.0,28,3086.0,5.6,0,14,High,Warning,Lifestyle
4128,Other,Snack_Bar,10,90.9,95.9,97.7,20,2518.0,29.0,0,18,High,Safe,Lifestyle
2240,Study,Bookshop,6,89.0,88.5,70.7,20,1007.0,17.5,1,20,High,Safe,Lifestyle
227,Transport,Snack_Bar,8,53.3,101.3,57.9,17,3312.0,26.0,0,18,High,Safe,Leakage
2313,Other,Snack_Bar,9,66.1,31.4,39.8,3,1576.0,5.9,0,13,Low,Warning,Survival
1452,Study,Snack_Bar,8,42.5,80.5,94.6,23,3201.0,24.3,1,17,Medium,Safe,Survival
4556,Transport,Pharmacy,5,49.5,122.9,143.6,4,2766.0,12.4,0,16,High,Safe,Lifestyle
2246,Transport,Bookshop,5,91.1,83.3,60.4,18,1425.0,5.3,0,18,Medium,Warning,Survival
4755,Other,Canteen,6,93.4,83.4,133.6,24,1243.0,22.8,1,21,Medium,Safe,Lifestyle
4223,Study,Canteen,1,90.1,98.4,30.8,27,958.0,22.9,0,7,High,Safe,Lifestyle
4596,Other,Pharmacy,11,18.1,50.0,141.1,1,1347.0,29.9,1,11,Low,Safe,Lifestyle
3574,Entertainment,Pharmacy,8,85.8,94.1,59.1,29,1052.0,23.4,1,21,High,Safe,Lifestyle
3666,Transport,Snack_Bar,2,95.1,119.9,63.2,25,2660.0,4.4,0,22,High,Warning,Lifestyle
3281,Other,Bookshop,6,39.3,11.3,74.8,5,2596.0,9.7,1,20,Low,Warning,Survival
3978,Transport,Bookshop,9,54.3,114.4,110.6,18,2552.0,13.6,0,12,High,Safe,Lifestyle
829,Study,Stationery,3,79.0,36.2,110.8,13,2747.0,3.8,1,19,Low,Critical,Survival
469,Food,Stationery,2,58.4,64.7,77.1,14,3352.0,23.6,1,12,Medium,Safe,Survival
2839,Other,Canteen,10,99.4,112.3,83.2,20,3697.0,15.8,1,11,High,Safe,Lifestyle
2193,Other,Stationery,5,48.3,108.9,14.2,3,1306.0,28.3,1,17,High,Safe,Lifestyle
3091,Transport,Stationery,11,72.8,117.0,52.6,23,2557.0,17.7,0,7,High,Safe,Lifestyle
3632,Study,Canteen,9,80.3,122.9,58.4,6,774.0,15.7,0,6,High,Safe,Lifestyle
1480,Entertainment,Canteen,6,51.9,63.7,88.2,27,920.0,2.1,0,10,Medium,Critical,Survival
2560,Study,Stationery,8,86.4,88.8,88.2,28,2790.0,4.5,0,12,High,Warning,Lifestyle
775,Other,Bookshop,8,56.9,56.9,109.4,11,2203.0,25.5,0,20,Medium,Safe,Leakage
1507,Entertainment,Stationery,7,44.1,52.1,110.4,9,3154.0,29.7,0,11,Medium,Safe,Survival
3392,Study,Snack_Bar,5,15.2,61.8,42.9,20,1990.0,12.5,1,7,Medium,Safe,Survival
3378,Food,Snack_Bar,2,42.4,99.2,117.8,28,947.0,24.3,0,22,High,Safe,Lifestyle
2934,Transport,Snack_Bar,10,74.7,70.2,12.7,19,3552.0,18.8,0,18,Medium,Safe,Survival
2412,Study,Pharmacy,10,92.5,107.7,110.3,7,790.0,28.8,0,18,High,Safe,Lifestyle
2552,Study,Snack_Bar,5,28.9,99.4,24.3,22,1161.0,7.1,0,19,High,Warning,Lifestyle
3768,Food,Bookshop,7,38.7,12.5,112.2,21,1469.0,16.3,0,13,Low,Safe,Survival
1855,Other,Pharmacy,7,19.6,85.6,83.8,10,3983.0,12.3,0,20,High,Safe,Lifestyle
1779,Transport,Pharmacy,11,70.6,62.4,71.2,7,1959.0,16.3,0,16,Medium,Safe,Survival
2403,Study,Snack_Bar,2,96.2,64.8,106.7,5,2256.0,8.1,0,18,Medium,Warning,Survival
1590,Entertainment,Stationery,7,65.9,108.2,15.1,25,3194.0,14.9,1,6,High,Safe,Lifestyle
1942,Study,Canteen,6,63.6,75.7,41.3,28,2727.0,18.7,0,7,Medium,Safe,Survival
2125,Transport,Stationery,7,57.6,116.3,96.3,4,3445.0,2.4,1,16,High,Critical,Lifestyle
819,Study,Stationery,11,13.4,95.5,128.6,17,2203.0,22.3,0,19,High,Safe,Lifestyle
1474,Food,Pharmacy,8,74.3,76.3,63.4,26,3903.0,21.2,0,10,Medium,Safe,Survival
1156,Study,Pharmacy,4,62.2,100.5,46.2,28,3289.0,26.4,0,12,High,Safe,Lifestyle
2139,Study,Pharmacy,1,67.8,14.6,82.6,5,1905.0,12.8,0,21,Low,Safe,Survival
4153,Entertainment,Bookshop,8,90.4,13.3,97.1,17,1834.0,1.9,0,16,Low,Critical,Survival
2581,Food,Bookshop,8,79.5,20.0,68.8,28,3753.0,13.8,0,20,Low,Safe,Survival
1168,Food,Canteen,3,79.2,62.5,132.7,29,2895.0,4.1,0,9,Medium,Warning,Lifestyle
1516,Study,Pharmacy,3,93.1,38.3,83.3,17,2675.0,19.4,0,15,Low,Safe,Survival
1243,Entertainment,Snack_Bar,5,99.0,128.1,15.0,17,3152.0,1.4,1,6,High,Critical,Lifestyle
481,Study,Pharmacy,3,60.2,75.1,41.2,1,2463.0,11.2,1,12,Medium,Safe,Survival
3044,Study,Bookshop,5,15.3,89.5,73.1,24,1057.0,2.5,1,17,High,Critical,Lifestyle
1258,Transport,Pharmacy,8,48.6,43.5,107.7,2,1617.0,0.1,0,16,Low,Critical,Survival
4493,Transport,Bookshop,1,79.8,48.6,40.8,25,2453.0,28.8,0,16,Low,Safe,Survival
2732,Entertainment,Pharmacy,2,7.6,50.3,146.7,23,564.0,29.9,0,22,Medium,Safe,Lifestyle
4028,Other,Snack_Bar,2,10.4,93.8,54.6,30,2031.0,16.7,1,6,High,Safe,Lifestyle
1208,Transport,Canteen,4,11.4,66.8,84.5,27,3145.0,7.2,1,20,Medium,Warning,Survival
1429,Other,Snack_Bar,9,74.4,72.1,12.7,19,1075.0,27.3,0,9,Medium,Safe,Survival
1235,Food,Bookshop,2,52.6,81.0,133.9,9,726.0,27.7,1,10,Medium,Safe,Lifestyle
4785,Transport,Stationery,11,40.0,102.3,120.4,20,3426.0,25.6,1,19,High,Safe,Lifestyle
475,Transport,Snack_Bar,9,15.0,20.8,37.4,23,2660.0,16.3,0,18,Low,Safe,Leakage
2940,Entertainment,Pharmacy,7,74.6,103.2,140.7,15,1118.0,2.2,1,21,High,Critical,Lifestyle
2489,Other,Canteen,10,35.5,77.6,54.2,19,3322.0,2.7,1,6,Medium,Critical,Survival
1439,Transport,Pharmacy,8,30.2,90.3,106.9,5,2803.0,26.9,0,15,High,Safe,Lifestyle
325,Transport,Pharmacy,1,67.0,49.3,124.7,13,1669.0,26.3,1,7,Low,Safe,Lifestyle
4265,Entertainment,Snack_Bar,5,58.1,59.1,113.7,4,1817.0,13.0,0,20,Medium,Safe,Survival
4512,Entertainment,Canteen,9,39.4,37.7,138.5,13,1046.0,9.8,0,9,Low,Warning,Lifestyle
4068,Other,Stationery,4,65.9,127.5,131.0,6,3423.0,19.3,1,9,High,Safe,Lifestyle
1408,Food,Pharmacy,2,30.8,69.6,149.2,12,2282.0,24.2,0,17,Medium,Safe,Lifestyle
3449,Food,Canteen,6,80.5,129.5,35.6,29,2450.0,22.0,1,14,High,Safe,Lifestyle
1118,Study,Stationery,2,26.8,68.8,52.7,9,3592.0,18.5,1,21,Medium,Safe,Survival
4123,Transport,Pharmacy,3,20.1,36.4,99.1,15,555.0,6.9,0,20,Low,Warning,Survival
4603,Other,Canteen,8,79.3,70.9,112.6,21,734.0,7.9,1,14,Medium,Warning,Survival
2169,Transport,Snack_Bar,3,72.2,14.8,84.8,15,1066.0,21.7,0,12,Low,Safe,Survival
2993,Other,Pharmacy,2,22.4,118.6,20.3,17,605.0,24.1,1,21,High,Safe,Lifestyle
1091,Other,Pharmacy,6,16.0,108.2,127.8,29,2804.0,3.5,0,20,High,Critical,Lifestyle
4670,Other,Canteen,3,84.6,97.1,144.5,5,2719.0,5.6,0,16,High,Warning,Lifestyle
2233,Transport,Pharmacy,1,78.8,83.2,66.8,5,1238.0,20.4,0,11,Medium,Safe,Survival
1564,Entertainment,Stationery,3,36.1,79.6,41.5,25,1023.0,11.7,0,8,Medium,Safe,Survival
328,Transport,Pharmacy,6,67.5,129.6,12.7,24,1010.0,16.9,0,19,High,Safe,Leakage
1214,Other,Bookshop,3,16.8,43.4,43.2,5,3836.0,18.4,0,11,Low,Safe,Survival
1999,Study,Stationery,9,53.2,103.6,108.0,21,2927.0,23.3,0,22,High,Safe,Lifestyle
4812,Food,Canteen,7,6.8,79.8,137.6,14,2549.0,24.2,0,21,Medium,Safe,Lifestyle
1718,Other,Stationery,5,42.2,127.1,23.1,2,1629.0,8.4,1,8,High,Warning,Lifestyle
4381,Study,Bookshop,2,12.1,109.3,87.5,9,2016.0,16.2,1,11,High,Safe,Lifestyle
1398,Entertainment,Bookshop,9,50.1,129.8,107.4,14,813.0,3.7,1,22,High,Critical,Lifestyle
4073,Other,Pharmacy,5,45.1,80.6,48.7,27,3994.0,25.3,1,10,Medium,Safe,Survival
2674,Study,Pharmacy,7,47.2,34.5,89.8,15,3143.0,25.4,1,21,Low,Safe,Survival
3685,Other,Snack_Bar,9,9.3,70.4,110.1,4,2675.0,9.0,1,22,Medium,Warning,Survival
4249,Transport,Stationery,4,39.4,95.3,127.3,23,2557.0,4.8,1,21,High,Warning,Lifestyle
3919,Study,Snack_Bar,9,76.9,102.9,73.3,26,2265.0,2.1,1,14,High,Critical,Lifestyle
502,Transport,Bookshop,1,40.0,10.1,114.7,6,1401.0,17.2,0,12,Low,Safe,Survival
4152,Transport,Pharmacy,6,72.9,70.6,52.2,14,1292.0,2.7,1,10,Medium,Critical,Survival
4883,Study,Pharmacy,2,40.1,38.2,39.8,5,2423.0,20.4,1,14,Low,Safe,Survival
1186,Food,Pharmacy,8,45.2,115.0,36.2,27,746.0,20.3,1,15,High,Safe,Lifestyle
2063,Study,Canteen,5,58.6,28.3,60.2,11,761.0,18.4,1,6,Low,Safe,Survival
4640,Food,Bookshop,3,95.3,90.0,15.0,21,2463.0,26.3,0,12,High,Safe,Lifestyle
3272,Other,Pharmacy,2,15.3,41.9,49.6,14,3719.0,11.3,0,10,Low,Safe,Survival
3324,Other,Bookshop,8,8.1,52.8,101.3,7,3700.0,27.1,1,11,Medium,Safe,Survival
1527,Study,Pharmacy,7,62.8,122.9,100.7,14,538.0,1.1,1,11,High,Critical,Lifestyle
2608,Other,Stationery,9,95.2,38.9,20.3,13,876.0,3.4,0,20,Low,Critical,Survival
3873,Entertainment,Bookshop,8,99.0,21.4,50.2,18,2541.0,12.4,0,13,Low,Safe,Survival
3491,Transport,Snack_Bar,11,51.0,18.3,89.7,25,3470.0,17.8,0,6,Low,Safe,Survival
4233,Transport,Canteen,4,49.5,70.6,54.6,2,3841.0,1.0,1,15,Medium,Critical,Survival
903,Food,Snack_Bar,2,66.3,87.0,68.5,9,3512.0,17.0,0,8,High,Safe,Lifestyle
774,Other,Bookshop,2,57.8,49.3,109.8,11,2872.0,9.2,0,21,Low,Warning,Survival
3432,Food,Pharmacy,2,65.2,92.8,11.3,20,1202.0,26.6,0,6,High,Safe,Lifestyle
4983,Transport,Bookshop,11,88.0,17.3,48.7,29,754.0,16.0,0,21,Low,Safe,Survival
2832,Transport,Canteen,6,75.9,112.9,29.9,26,666.0,17.6,0,19,High,Safe,Lifestyle
4028,Other,Bookshop,7,52.2,108.0,27.9,11,2642.0,28.4,0,10,High,Safe,Lifestyle
3430,Entertainment,Pharmacy,6,48.9,128.3,144.3,26,627.0,22.9,1,21,High,Safe,Lifestyle
688,Entertainment,Snack_Bar,2,65.8,122.4,62.7,6,3087.0,13.1,1,16,High,Safe,Lifestyle
1547,Other,Stationery,4,48.3,52.7,83.8,1,2994.0,14.3,0,12,Medium,Safe,Survival
3881,Other,Snack_Bar,3,48.5,57.9,112.7,5,779.0,19.4,0,13,Medium,Safe,Survival
3373,Food,Pharmacy,11,6.5,99.5,16.6,22,3673.0,6.0,0,22,High,Warning,Lifestyle
4789,Other,Pharmacy,4,21.5,26.1,43.7,25,2327.0,2.7,1,19,Low,Critical,Survival
1867,Entertainment,Canteen,5,51.4,47.7,126.5,14,3666.0,9.3,1,22,Low,Warning,Lifestyle
1837,Other,Bookshop,7,83.2,24.2,130.7,25,3656.0,23.4,1,17,Low,Safe,Lifestyle
4314,Food,Bookshop,9,31.5,64.6,62.2,16,1190.0,7.7,1,6,Medium,Warning,Survival
3753,Food,Snack_Bar,11,54.7,76.2,62.5,9,1832.0,3.9,0,12,Medium,Critical,Survival
1200,Food,Stationery,2,37.8,35.3,116.0,30,971.0,6.6,1,11,Low,Warning,Lifestyle
1050,Food,Stationery,8,15.0,13.2,51.3,19,3212.0,20.4,0,20,Low,Safe,Survival
1588,Study,Canteen,3,96.0,96.3,26.4,29,2264.0,18.4,0,16,High,Safe,Lifestyle
3912,Other,Pharmacy,9,86.2,12.4,46.1,20,3751.0,20.6,0,22,Low,Safe,Survival
1567,Transport,Canteen,10,12.5,126.8,64.2,8,1229.0,9.7,0,6,High,Warning,Lifestyle
1021,Other,Bookshop,4,73.4,36.6,17.3,8,2909.0,27.0,0,7,Low,Safe,Survival
654,Study,Pharmacy,3,38.0,89.7,77.0,16,3962.0,13.6,0,12,High,Safe,Lifestyle
1824,Food,Canteen,10,99.5,62.2,113.6,18,2829.0,15.4,0,15,Medium,Safe,Survival
2972,Study,Snack_Bar,6,33.7,17.2,81.9,8,741.0,28.5,0,19,Low,Safe,Survival
3926,Entertainment,Bookshop,10,27.7,66.7,20.1,23,2559.0,29.4,1,17,Medium,Safe,Survival
3347,Entertainment,Stationery,9,58.9,72.0,71.6,9,1129.0,19.8,0,22,Medium,Safe,Survival
4289,Other,Canteen,7,84.3,112.6,109.2,5,607.0,28.3,1,19,High,Safe,Lifestyle
2390,Other,Bookshop,4,23.3,97.9,18.1,2,1672.0,16.2,0,15,High,Safe,Lifestyle
1116,Transport,Bookshop,3,72.4,19.5,18.4,21,1431.0,9.2,0,17,Low,Warning,Survival
